,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479526941730767,-1.6266849309685842,1.0911438333826737,0.9388732630523272,-1.0233668624541443,0.9177340457525347,0.8605202748930916,-1.492024303648518,0.5406928752537667,0.3917616219952699,-1.2439547116582426,-0.15582210935626165,-0.7962200955170841,-0.26266327466776185,1.241852846960637,-0.7241286923763947,0.9178574603555023,0.08309570365774299,-0.45711320142265555,0.0009138209695769657,0.1940767401440525,-0.2027040344199521,-0.504570939124886,0.22527926870385925,-0.35344900420503356,3
1,-4.356081331824946,-0.06724361010103781,2.0261527695836055,1.5196735529676668,0.39328479109816133,-0.6689430036570243,1.6802582686322127,0.0293366004148631,0.9957506943836857,0.8193499753847365,-1.7240963602463109,1.1700601761130647,0.28177172620879043,0.27682446038100694,0.06414582568547471,-0.12258751122003018,0.4970470066337877,-0.3603423597633666,0.4149217101973355,-0.9352330475848029,-0.4949269455434564,-0.306770371063106,-0.8862356908826035,-0.24048895879748367,-0.7104540449009269,3
2,-4.243229948552938,2.5632642893119373,4.3816129335282294,-0.17870974502934356,-1.860970773334395,-0.5520736249106847,0.33632117663179323,1.2329538572987497,0.48772857017293647,1.9056523579658993,0.1879535783056215,2.302760768061428,-1.1409671801642782,0.13161450194408286,0.6279843729982401,-1.3073336579520265,-0.594622469838024,0.4994674454052881,0.5643515323153713,0.06804354499294932,-0.25710190512449044,0.23797240566439967,-0.4333573994623977,-0.35944569084981287,0.6473164576712702,4
3,3.0129067441145505,0.7292620355952282,2.3071705159665434,3.2901839486873126,2.2494999360670724,2.0880552447261707,-0.9309092592951059,-0.16115392459074473,-0.13164671751749965,-0.15872707086586088,-0.13720136354765947,-1.4124236539843509,-0.43453732800935246,1.1494254605642826,0.808282298181835,1.3966113559826845,-0.26074837787967503,0.8904589922645434,-1.5266534063714057,0.7123445083799531,0.11913057652046001,0.19250838008702462,-0.5672478013742244,-0.07160041201621087,-0.5059066924932473,3
4,-4.24662939783352,5.967135521734449,-0.27026181472282745,0.7898056569853306,2.221324407287065,-1.5414118770077838,-0.8056636326794939,-0.511924330949922,0.7949499891464401,1.1337553196226067,-1.6421620605209923,0.1399946765523963,-0.7871044214569742,-0.05225528657399983,-1.4160291467187731,0.7895200290995672,0.5698473544465155,-0.2839428889048103,0.9505972566961707,-1.1749082193331855,0.794709567502508,0.10784966034163149,-0.22057177849742615,0.4558077035544644,-0.14780112605250262,3
5,-3.337247378039812,-1.735766414473486,1.094569803154124,-0.3736945264066602,-1.5200675883542698,-0.760850911185791,1.6323925736737346,1.1486390989764153,0.2902223550875201,1.3296250779817684,2.013004406262528,1.6702727958613908,1.5780039087817561,0.10782112763550461,1.1793694867805753,0.5287844430658443,0.3292300124013911,-0.06714891942027446,-0.6663605418041318,1.154839382953538,0.32091641159503953,0.24707756271693096,-0.3099736825496436,0.41024120022691296,-0.08934609401342855,4
6,-0.34285189254180976,4.416704478698461,-1.3606254797393327,1.2764396143248684,-0.5433154751821985,-0.11519158838672293,0.8609771264042801,-0.5783679287956577,0.9362861504937682,0.31858059262492716,-1.125306092399641,1.3301839151797976,-0.5147266635983273,-0.3898765690805428,-1.8222014199849437,-0.35696465750405243,0.4643357923466357,-0.2509357943245825,0.871617444544336,-0.7591693242988475,0.6614446270388178,-0.08928483995603684,-0.3566415021511656,0.42962204723958336,-0.21084949957355184,3
7,-3.2842644571941535,3.990091880826958,0.014739584541221753,-0.7464518619361143,-1.5305093663203209,-2.748796658071967,-0.7165003976176005,-1.5401421920013914,-0.9172993181340148,-1.0593232980374203,1.569888563102023,0.6533844089404165,0.8653155149843149,-0.19044020787527124,0.3936817026025299,-0.13474230476175536,-0.9866992780566364,1.6485141908532597,-0.26485944265642464,-0.623314314340245,0.13480840679723832,-0.2616055394283448,0.24078519070967438,-1.1073915418483267,0.3617946077400121,3
8,-3.1337938767533156,6.284690824521177,0.4465504526555661,-0.8503133265954216,-0.18756033396107882,-1.2923468215378917,-1.9370318071537114,1.4857338756946623,-1.647995428011723,0.5521854005297149,-0.6289069542786324,0.5046160772219329,-0.018099147654186062,0.43574819077533267,0.9986567228134007,-0.947296348405316,-0.18949795997365299,-1.4667958778774934,0.8337236520841927,1.4527774625653131,0.6598609978075356,0.7920881034259358,0.7758629694140367,-0.14876399439241844,-0.24326253097166578,3
9,-3.2972272861092233,1.745205906685114,-1.40886965552705,-1.1777018705103497,1.1239156476083942,0.001497296105039967,2.147301109610829,-0.500981024759755,0.19349520959109223,-1.352305299193903,1.2759889264289248,-0.03371925899750222,0.014400111981502295,-0.00870980934985099,0.468480763202887,-0.1736746303165338,-1.0335120833937461,-0.6711641073374023,-0.7571174617939258,-0.18393336140614852,0.26608873575796016,-0.08022215387443633,0.6715921885514174,-0.42591685658272616,0.42137782031209176,3
